release_1_filename,subject_id,video_id,filename,duration,num_lang,cohort,video_name,age_in_months,date_tested,comments
00550001_GX010026__2023-12-08-19:29:52,00550001,GX010026,00550001_GX010026_11.20.2023-11.26.2023_11.20.2023-NA,704.73,1,ongoing,00550001_GX010026_11.20.2023-11.26.2023_11.20.2023-NA,15.505913272010512,2023-11-20,NA
00550001_GX030026__2023-12-08-18:34:22,00550001,GX030026,00550001_GX030026_11.20.2023-11.26.2023_11.20.2023-NA,704.73,1,ongoing,00550001_GX030026_11.20.2023-11.26.2023_11.20.2023-NA,15.505913272010512,2023-11-20,NA
00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA,00720001,GX030005,00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA,406.32,1,release_1,00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA,17.57555847568988,2023-06-13,NA
00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA,00720001,GX030005,00720001_GX030005_07.31.2023-08.06.2023_07.31.2023-NA,704.73,1,release_1,00720001_GX030005_07.31.2023-08.06.2023_07.31.2023-NA,19.152431011826543,2023-07-31,NA
00720001_GX020008_06.19.2023-06.25.2023_06.23.2023-4:45pm,00720001,GX020008,00720001_GX020008_06.19.2023-06.25.2023_06.23.2023-4:45pm,768.79,1,release_1,00720001_GX020008_06.19.2023-06.25.2023_06.23.2023-4:45pm,17.904073587385017,2023-06-23,NA
00720001_GX030009_08.14.2023-08.20.2023_06.25.2023-12:13pm,00720001,GX030009,00720001_GX030009_06.19.2023-06.25.2023_06.25.2023-12:13pm,704.73,1,release_1,00720001_GX030009_06.19.2023-06.25.2023_06.25.2023-12:13pm,17.969776609724047,2023-06-25,NA
00720001_GX030009_08.14.2023-08.20.2023_06.25.2023-12:13pm,00720001,GX030009,00720001_GX030009_08.14.2023-08.20.2023_08.16.2023-4:29pm,704.73,1,release_1,00720001_GX030009_08.14.2023-08.20.2023_08.16.2023-4:29pm,19.678055190538764,2023-08-16,NA
00720001_GX040010_06.26.2023-07.02.2023_06.26.2023-4:23pm,00720001,GX040010,00720001_GX040010_06.26.2023-07.02.2023_06.26.2023-4:23pm,696.4,1,release_1,00720001_GX040010_06.26.2023-07.02.2023_06.26.2023-4:23pm,18.00262812089356,2023-06-26,NA
00720001_GX020011_06.26.2023-07.02.2023_06.28.2023-NA,00720001,GX020011,00720001_GX020011_06.26.2023-07.02.2023_06.28.2023-NA,704.73,1,release_1,00720001_GX020011_06.26.2023-07.02.2023_06.28.2023-NA,18.068331143232587,2023-06-28,NA
00720001_GX020013_07.03.2023-07.09.2023_07.07.2023-NA,00720001,GX020013,00720001_GX020013_07.03.2023-07.09.2023_07.07.2023-NA,704.73,1,release_1,00720001_GX020013_07.03.2023-07.09.2023_07.07.2023-NA,18.363994743758212,2023-07-07,NA
00720001_GX020014_07.03.2023-07.09.2023_07.08.2023-NA,00720001,GX020014,00720001_GX020014_07.03.2023-07.09.2023_07.08.2023-NA,704.73,1,release_1,00720001_GX020014_07.03.2023-07.09.2023_07.08.2023-NA,18.396846254927727,2023-07-08,NA
00720001_GX010002_07.24.2023-07.30.2023_07.21.2023-8:00pm,00720001,GX010002,00720001_GX010002_07.17.2023-07.23.2023_07.21.2023-8:00pm,888.92,1,release_1,00720001_GX010002_07.17.2023-07.23.2023_07.21.2023-8:00pm,18.823915900131404,2023-07-21,NA
00720001_GX010002_07.24.2023-07.30.2023_07.21.2023-8:00pm,00720001,GX010002,00720001_GX010002_07.24.2023-07.30.2023_07.25.2023-4:40pm,704.73,1,release_1,00720001_GX010002_07.24.2023-07.30.2023_07.25.2023-4:40pm,18.95532194480946,2023-07-25,NA
00720001_GX010001_07.24.2023-07.30.2023_07.24.2023-3:40pm,00720001,GX010001,00720001_GX010001_07.24.2023-07.30.2023_07.24.2023-3:40pm,832.85,1,release_1,00720001_GX010001_07.24.2023-07.30.2023_07.24.2023-3:40pm,18.922470433639948,2023-07-24,NA
00720001_GX040005_07.31.2023-08.06.2023_NA-NA,00720001,GX040005,00720001_GX040005_07.31.2023-08.06.2023_07.31.2023-NA,478.55,1,release_1,00720001_GX040005_07.31.2023-08.06.2023_07.31.2023-NA,19.152431011826543,2023-07-31,NA
00720001_GX030017_09.11.2023-09.17.2023_09.17.2023-6:50pm,00720001,GX030017,00720001_GX030017_09.11.2023-09.17.2023_09.17.2023-6:50pm,832.85,1,release_1,00720001_GX030017_09.11.2023-09.17.2023_09.17.2023-6:50pm,20.729303547963205,2023-09-17,NA
00720001_GX030019_09.25.2023-10.01.2023_09.30.2023-8:14pm,00720001,GX030019,00720001_GX030019_09.25.2023-10.01.2023_09.30.2023-8:14pm,960.98,1,release_1,00720001_GX030019_09.25.2023-10.01.2023_09.30.2023-8:14pm,21.156373193166885,2023-09-30,NA
00720001_GX020023_01.22.2024-01.28.2024_NA-NA,00720001,GX020023,00720001_GX020023_01.22.2024-01.28.2024_01.22.2024-NA,1601.62,1,release_1,00720001_GX020023_01.22.2024-01.28.2024_01.22.2024-NA,24.901445466491456,2024-01-22,NA
00720001_GX010026_02.05.2024-02.11.2024_02.06.2024-7:09am,00720001,GX010026,00720001_GX010026_02.05.2024-02.11.2024_02.06.2024-7:09am,309.08,1,release_1,00720001_GX010026_02.05.2024-02.11.2024_02.06.2024-7:09am,25.394218134034166,2024-02-06,NA
00720001_GX010029_02.26.2024-03.03.2024_03.03.2024-7:52pm,00720001,GX010029,00720001_GX010029_02.26.2024-03.03.2024_03.03.2024-7:52pm,1217.24,1,release_1,00720001_GX010029_02.26.2024-03.03.2024_03.03.2024-7:52pm,26.248357424441522,2024-03-03,NA
